query,expanded_english_queries,rank,image_filename,image_path,image_id,score
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",1,18_02_04_0_0_12019211_40.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/18_02_04_0_0_12019211_40.jpg,18_02_04_0_0_12019211_40,0.03125
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",2,20_02_04_0_0_12027481_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/20_02_04_0_0_12027481_185.jpg,20_02_04_0_0_12027481_185,0.03047794966520434
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",3,13_02_04_0_0_1735851_5.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/13_02_04_0_0_1735851_5.jpg,13_02_04_0_0_1735851_5,0.030090497737556562
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",4,15_02_04_0_0_3959016_120.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/15_02_04_0_0_3959016_120.jpg,15_02_04_0_0_3959016_120,0.028850145288501453
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",5,16_02_04_0_0_24659033_240_1.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/16_02_04_0_0_24659033_240_1.jpg,16_02_04_0_0_24659033_240_1,0.027650648360030512
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",6,17_02_04_0_0_3963188_200.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/17_02_04_0_0_3963188_200.jpg,17_02_04_0_0_3963188_200,0.027313266443701224
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",7,07_02_04_0_0_11959836_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/07_02_04_0_0_11959836_185.jpg,07_02_04_0_0_11959836_185,0.02532051282051282
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",8,08_02_04_0_0_1601101_60.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/08_02_04_0_0_1601101_60.jpg,08_02_04_0_0_1601101_60,0.01639344262295082
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",9,19_02_04_0_0_12022755_115.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/19_02_04_0_0_12022755_115.jpg,19_02_04_0_0_12022755_115,0.016129032258064516
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",10,06_02_04_0_0_11985612_75.jpg,/home/leo494/projects/Retriv/input/raw/issue_1005000/06_02_04_0_0_11985612_75.jpg,06_02_04_0_0_11985612_75,0.016129032258064516
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",11,15_02_04_0_0_24659033_205.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/15_02_04_0_0_24659033_205.jpg,15_02_04_0_0_24659033_205,0.015873015873015872
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",12,09_02_04_0_0_1724407_130.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/09_02_04_0_0_1724407_130.jpg,09_02_04_0_0_1724407_130,0.015873015873015872
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",13,08_02_04_0_0_1723965_110.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/08_02_04_0_0_1723965_110.jpg,08_02_04_0_0_1723965_110,0.015384615384615385
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",14,12_02_04_0_0_1735589_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/12_02_04_0_0_1735589_185.jpg,12_02_04_0_0_1735589_185,0.015151515151515152
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",15,09_02_04_0_0_1601105_145.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/09_02_04_0_0_1601105_145.jpg,09_02_04_0_0_1601105_145,0.014925373134328358
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",16,02_02_04_0_0_11959574_45.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/02_02_04_0_0_11959574_45.jpg,02_02_04_0_0_11959574_45,0.014925373134328358
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",17,05_02_04_0_0_11957839_70.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/05_02_04_0_0_11957839_70.jpg,05_02_04_0_0_11957839_70,0.014705882352941176
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",18,18_02_04_0_0_12009800_5.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/18_02_04_0_0_12009800_5.jpg,18_02_04_0_0_12009800_5,0.014285714285714285
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",19,14_02_04_0_0_11933479_230.jpg,/home/leo494/projects/Retriv/input/raw/issue_1001000/14_02_04_0_0_11933479_230.jpg,14_02_04_0_0_11933479_230,0.014285714285714285
vehicle ahead under strong backlighting in low-light conditions,"nighttime dashcam road scene with a lead vehicle directly ahead, strong glare and backlighting around the vehicle, low visibility, dark surroundings, and bright lights facing or reflecting toward the camera",20,19_02_04_0_0_12022102_120.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/19_02_04_0_0_12022102_120.jpg,19_02_04_0_0_12022102_120,0.014084507042253521
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",1,12_02_04_0_0_1735589_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/12_02_04_0_0_1735589_185.jpg,12_02_04_0_0_1735589_185,0.031746031746031744
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",2,19_02_04_0_0_12022755_115.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/19_02_04_0_0_12022755_115.jpg,19_02_04_0_0_12022755_115,0.030017921146953404
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",3,07_02_04_0_0_11928492_95.jpg,/home/leo494/projects/Retriv/input/raw/issue_1001000/07_02_04_0_0_11928492_95.jpg,07_02_04_0_0_11928492_95,0.030017921146953404
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",4,08_02_04_0_0_1601101_60.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/08_02_04_0_0_1601101_60.jpg,08_02_04_0_0_1601101_60,0.029726775956284153
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",5,01_02_04_0_0_11924420_20.jpg,/home/leo494/projects/Retriv/input/raw/issue_1001000/01_02_04_0_0_11924420_20.jpg,01_02_04_0_0_11924420_20,0.02938045560996381
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",6,08_02_04_0_0_1723965_110.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/08_02_04_0_0_1723965_110.jpg,08_02_04_0_0_1723965_110,0.028404512489927477
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",7,13_02_04_0_0_1735851_5.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/13_02_04_0_0_1735851_5.jpg,13_02_04_0_0_1735851_5,0.027479766610201392
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",8,11_02_04_0_0_11932370_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1001000/11_02_04_0_0_11932370_185.jpg,11_02_04_0_0_11932370_185,0.02631578947368421
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",9,13_02_04_0_0_11970541_15.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/13_02_04_0_0_11970541_15.jpg,13_02_04_0_0_11970541_15,0.0261986301369863
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",10,18_02_04_0_0_12009800_5.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/18_02_04_0_0_12009800_5.jpg,18_02_04_0_0_12009800_5,0.015625
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",11,19_02_04_0_0_12022102_120.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/19_02_04_0_0_12022102_120.jpg,19_02_04_0_0_12022102_120,0.015625
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",12,03_02_04_0_0_11924864_150.jpg,/home/leo494/projects/Retriv/input/raw/issue_1001000/03_02_04_0_0_11924864_150.jpg,03_02_04_0_0_11924864_150,0.015384615384615385
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",13,16_02_04_0_0_11999342_70.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/16_02_04_0_0_11999342_70.jpg,16_02_04_0_0_11999342_70,0.015384615384615385
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",14,15_02_04_0_0_24659033_205.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/15_02_04_0_0_24659033_205.jpg,15_02_04_0_0_24659033_205,0.015151515151515152
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",15,18_02_04_0_0_12019211_40.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/18_02_04_0_0_12019211_40.jpg,18_02_04_0_0_12019211_40,0.015151515151515152
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",16,09_02_04_0_0_1601105_145.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/09_02_04_0_0_1601105_145.jpg,09_02_04_0_0_1601105_145,0.014925373134328358
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",17,20_02_04_0_0_12027481_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/20_02_04_0_0_12027481_185.jpg,20_02_04_0_0_12027481_185,0.014925373134328358
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",18,07_02_04_0_0_11951207_25.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/07_02_04_0_0_11951207_25.jpg,07_02_04_0_0_11951207_25,0.014705882352941176
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",19,06_02_04_0_0_11941767_35.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/06_02_04_0_0_11941767_35.jpg,06_02_04_0_0_11941767_35,0.014492753623188406
oncoming vehicle approaching in the opposite lane,"dashcam road scene with an oncoming vehicle approaching from the opposite lane, headlights facing the camera, the vehicle positioned ahead in the opposing direction, and lane markings or road separation visible between traffic directions",20,07_02_04_0_0_11959836_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/07_02_04_0_0_11959836_185.jpg,07_02_04_0_0_11959836_185,0.014285714285714285
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",1,18_02_04_0_0_12019211_40.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/18_02_04_0_0_12019211_40.jpg,18_02_04_0_0_12019211_40,0.032266458495966696
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",2,07_02_04_0_0_11959836_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/07_02_04_0_0_11959836_185.jpg,07_02_04_0_0_11959836_185,0.03177805800756621
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",3,16_02_04_0_0_11999391_15.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/16_02_04_0_0_11999391_15.jpg,16_02_04_0_0_11999391_15,0.03128054740957967
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",4,20_02_04_0_0_12027481_185.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/20_02_04_0_0_12027481_185.jpg,20_02_04_0_0_12027481_185,0.031054405392392875
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",5,15_02_04_0_0_3959016_120.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/15_02_04_0_0_3959016_120.jpg,15_02_04_0_0_3959016_120,0.030798389007344232
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",6,17_02_04_0_0_12015956_125.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/17_02_04_0_0_12015956_125.jpg,17_02_04_0_0_12015956_125,0.030117753623188408
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",7,09_02_04_0_0_1601105_145.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/09_02_04_0_0_1601105_145.jpg,09_02_04_0_0_1601105_145,0.028790389395194696
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",8,01_02_04_0_0_11985607_120.jpg,/home/leo494/projects/Retriv/input/raw/issue_1005000/01_02_04_0_0_11985607_120.jpg,01_02_04_0_0_11985607_120,0.028309409888357256
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",9,12_02_04_0_0_11969666_75.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/12_02_04_0_0_11969666_75.jpg,12_02_04_0_0_11969666_75,0.02702702702702703
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",10,01_02_04_0_0_11932739_15.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/01_02_04_0_0_11932739_15.jpg,01_02_04_0_0_11932739_15,0.0261986301369863
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",11,13_02_04_0_0_11970541_15.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/13_02_04_0_0_11970541_15.jpg,13_02_04_0_0_11970541_15,0.026144907723855092
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",12,04_02_04_0_0_11952008_175.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/04_02_04_0_0_11952008_175.jpg,04_02_04_0_0_11952008_175,0.025478740668614087
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",13,06_02_04_0_0_11959038_125.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/06_02_04_0_0_11959038_125.jpg,06_02_04_0_0_11959038_125,0.015625
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",14,19_02_04_0_0_12022755_115.jpg,/home/leo494/projects/Retriv/input/raw/issue_1002000/19_02_04_0_0_12022755_115.jpg,19_02_04_0_0_12022755_115,0.015384615384615385
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",15,10_02_04_0_0_11964686_220.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/10_02_04_0_0_11964686_220.jpg,10_02_04_0_0_11964686_220,0.014705882352941176
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",16,03_02_04_0_0_11985607_220.jpg,/home/leo494/projects/Retriv/input/raw/issue_1005000/03_02_04_0_0_11985607_220.jpg,03_02_04_0_0_11985607_220,0.014492753623188406
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",17,09_02_04_0_0_11962475_65.jpg,/home/leo494/projects/Retriv/input/raw/issue_1006000/09_02_04_0_0_11962475_65.jpg,09_02_04_0_0_11962475_65,0.014285714285714285
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",18,04_02_04_0_0_11985612_220.jpg,/home/leo494/projects/Retriv/input/raw/issue_1005000/04_02_04_0_0_11985612_220.jpg,04_02_04_0_0_11985612_220,0.014285714285714285
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",19,09_02_04_0_0_1724407_130.jpg,/home/leo494/projects/Retriv/input/raw/issue_1004000/09_02_04_0_0_1724407_130.jpg,09_02_04_0_0_1724407_130,0.014084507042253521
rainy road scene with the brake lights of the vehicle ahead illuminated,"rainy dashcam road scene with wet reflective pavement, a lead vehicle in front, bright red brake lights or tail lights illuminated, low visibility, and reflections from vehicle lights on the wet road surface",20,08_02_04_0_0_1601101_60.jpg,/home/leo494/projects/Retriv/input/raw/issue_1003000/08_02_04_0_0_1601101_60.jpg,08_02_04_0_0_1601101_60,0.013888888888888888
